127.0.0.1 - - [30/Jul/2019:09:08:55 +0900] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:21:34 +0900] "GET /Resort/Comment/upload/bananamilk.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:21:58 +0900] "GET /Resort/index.jsp?contentPage=Comment/Comment_view.jsp?keyId=102 HTTP/1.1" 200 8297
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:21:58 +0900] "GET /Resort/CSS/Basic_table.css HTTP/1.1" 200 714
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:21:58 +0900] "GET /Resort/img/logo.png HTTP/1.1" 200 8406
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:21:58 +0900] "GET /Resort/Comment/upload/bananamilk.jpg HTTP/1.1" 200 31240
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:21:59 +0900] "GET /Resort/CSS/Pagination.css HTTP/1.1" 200 491
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:22:43 +0900] "GET /Resort/index.jsp?contentPage=Comment/Comment_view.jsp?keyId=102 HTTP/1.1" 200 8292
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:23:55 +0900] "GET /Resort/index.jsp?contentPage=main.html HTTP/1.1" 200 9146
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:23:55 +0900] "GET /Resort/img/resort.jpg HTTP/1.1" 200 56248
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:23:55 +0900] "GET /Resort/img/resort2.jpg HTTP/1.1" 200 102822
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:23:55 +0900] "GET /Resort/img/resort3.jpg HTTP/1.1" 200 12348
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:24:18 +0900] "GET /Resort/index.jsp?contentPage=Comment/Comment_list.jsp HTTP/1.1" 200 11677
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:24:19 +0900] "GET /Resort/index.jsp?contentPage=Comment/Comment_view.jsp?keyId=102 HTTP/1.1" 200 8292
0:0:0:0:0:0:0:1 - - [30/Jul/2019:16:24:19 +0900] "GET /Resort/Comment/upload/bananamilk.jpg HTTP/1.1" 304 -
